id,stage,fixture,valid,invalid_reason,epoch_et,duration_h,k_srp,shadow_model,stations,inc_deg,raan_deg,ecc,period_s,revolutions,beta_start_deg,beta_mid_deg,beta_end_deg,earth_view_start_deg,earth_view_mid_deg,earth_view_end_deg,alt_mean_km,alt_min_km,alt_max_km,sunlit_fraction,eclipse_fraction,penumbra_fraction,mean_illumination,eclipse_entries,eclipse_exits,n_eclipses,mean_eclipse_duration_s,min_eclipse_duration_s,max_eclipse_duration_s,srp_rtn_share_R,srp_rtn_share_T,srp_rtn_share_N,s_k_pos_norm_end_m,s_k_pos_norm_max_m,n_passes,mean_pass_samples,runtime_s,role,full_n_obs,full_k_column_norm,full_f_perp,full_theta_k_deg,full_raw_k_information,full_conditional_k_information,full_sigma_k,full_sigma_k_frac,full_smallest_design_sv,full_design_condition,full_weakest_mode_k_component,full_max_abs_k_state_correlation,full_rank_margin,matched_n_obs,matched_stage_n_match,matched_f_perp,matched_theta_k_deg,matched_conditional_k_information,matched_sigma_k,matched_sigma_k_frac,matched_k_column_norm,matched_max_abs_k_state_correlation,matched_weakest_mode_k_component,matched_smallest_design_sv,delta_f_perp_full,class_full,delta_f_perp_matched_vs_ref_full,class_matched,beta_target,altitude_nominal_km,normalization,inc_target,partner,counterfactual_of
G4_b80_root2,G4,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,87.608416861,2.3268013552050924e-17,7068.44945145109,14.99789978170564,80.00000000008508,80.5951711059632,81.1906341549922,174.1400174943574,175.7081483418042,168.7743867587177,99.92118183667253,99.79502484862903,100.1715285069649,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.08712873436046414,0.08700799511958428,0.8258632705199516,558.1144923050173,558.1144923050173,5,314.2,13.948740720748901,,1571,167.56005654950104,0.21990320004894248,12.703347533265987,28076.372550871987,1357.7008662892165,0.027139256923599756,2.7139256923599757,0.36846992635615317,570978694.969101,0.999999999999952,0.6471765464992764,1126787.008004666,252,252,0.22183930589945072,12.817087281821593,217.84750729515105,0.06775224690658194,6.775224690658193,66.53310621578636,0.6484194887819299,0.9999999999999505,0.1475965810224374,0.12839564547583232,MARGINAL_DIRECTION_CHANGE_GAIN,0.13033175132634056,MARGINAL_DIRECTION_CHANGE_GAIN,80,,,,G1_b80,
G4_quarter_b00,G4,CONSISTENT,True,,858398196.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,174.319080449,1.1488132151320644e-16,7068.449451451094,14.99789978170563,-2.724400472643664e-10,0.6131466866105106,1.2287729259630356,175.73214622123416,170.68776833287492,162.48807722050003,99.92108590299766,99.79294756932092,100.17155671774968,0.6039016115351993,0.39525021204410515,0.0016963528413910093,0.6048534736007347,15,15,16,2621.25,1440.0,2790.0,0.4395831821057836,0.5519214647352888,0.0084953531589275,2192.686199545207,2192.686199545207,5,314.6,16.884334325790405,"same beta as partner, quarter-phase epoch: Earth-view decoupled",1573,914.219890664569,0.13867161553710353,7.970985657378234,835798.0084867364,16072.242715113674,0.007887906587883643,0.7887906587883643,1.2677634919381926,247376231.24291754,0.9999999999937639,0.43429923242091245,2600780.891947808,252,252,0.13948602995510187,8.01810611663981,2601.2578032037336,0.01960687147461836,1.960687147461836,365.64613270719934,0.4291253230788931,0.9999999999941509,0.5100252741946508,0.047164060963993365,MARGINAL_DIRECTION_CHANGE_GAIN,0.04797847538199171,MARGINAL_DIRECTION_CHANGE_GAIN,0,,,,G1_b00,
G4_quarter_b20,G4,CONSISTENT,True,,858398196.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,14.319080793999996,2.5981701055439143e-18,7068.449451451092,14.997899781705636,19.99999999955998,19.386852511720484,18.77122692826303,20.561102307619638,12.077244444923618,4.227338544685841,99.9213441374057,99.78997805537423,100.17152850696537,0.6115351993214588,0.38761662425784565,0.0016963528413910093,0.6126759521163961,15,15,15,2742.0,2700.0,2790.0,0.3449895675811113,0.43547155307817603,0.21953887934071264,1980.4058334959007,1980.4058334959007,6,260.3333333333333,15.5878267288208,"same beta as partner, quarter-phase epoch: Earth-view decoupled",1562,659.0767983164018,0.18212196979952738,10.49338300550515,434382.22607899894,14407.768589529338,0.008331086386672045,0.8331086386672044,1.2003236475820354,169424285.06147966,0.9999999999971229,0.6591374893633756,3797397.6110047013,252,252,0.18151799963429535,10.458191485339352,2322.605932712938,0.020749719705303468,2.074971970530347,265.5021661034375,0.6581659191952824,0.999999999997012,0.48193422089524407,0.09061441522641722,MARGINAL_DIRECTION_CHANGE_GAIN,0.09001044506118519,MARGINAL_DIRECTION_CHANGE_GAIN,20,,,,G1_b20,
G4_quarter_b80,G4,CONSISTENT,True,,858398196.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,74.319085836,1.667717080063118e-16,7068.449451451087,14.997899781705645,80.00000000047697,79.38685098428971,78.7712294131679,80.16010667197146,71.52232472187804,62.81828852715041,99.92125260701609,99.79285400793701,100.1715285069649,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.09636666300239567,0.09623174589848128,0.8074015910991231,587.1154905235489,587.1154905235489,23,41.21739130434783,12.261237621307373,"same beta as partner, quarter-phase epoch: Earth-view decoupled",948,617.936452438551,0.11236725266486934,6.451795380590333,381845.4592523416,4821.333304879572,0.014401788279545202,1.4401788279545202,0.694358214818956,1469224315.39819,0.9999999999985569,0.5168280416915968,437898.6711530673,252,252,0.11589951429290529,6.655510363609483,1382.8983258512526,0.02689087132460338,2.689087132460338,320.85847091208535,0.528340526746807,0.9999999999985817,0.3718734093542174,0.02085969809175918,MARGINAL_DIRECTION_CHANGE_GAIN,0.02439195971979513,MARGINAL_DIRECTION_CHANGE_GAIN,80,,,,G1_b80,
G4_net_Goldstone,G4,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN,26.711475080149885,43.38394933974347,0.005335932778822172,7068.44945145109,14.99789978170564,21.814121535332376,21.466230888726496,21.108453699180377,113.0951353826364,110.82619040430777,108.10613628399042,99.85671641518124,89.86739316749899,109.81275486164913,0.6115351993214588,0.38761662425784565,0.002544529262086514,0.6120111884904684,15,15,16,2570.625,1260.0,2790.0,0.33493331506145596,0.4259388925777978,0.23912779236074622,2427.4652566170776,2435.856612216929,10,37.7,9.293423175811768,"identical dynamics, different measurement projection",377,3021.660739565086,0.08673308027787505,4.97569117060118,9130433.625029022,68684.84846772255,0.0038156587565358092,0.3815658756535809,2.6207794347495947,305940740.27032465,0.9999999999151261,0.710578247190476,2102928.0859102616,252,252,0.08456588767031986,4.851062185550226,43521.590682123475,0.004793443579476419,0.47934435794764185,2466.9319411288516,0.719665087872547,0.9999999999126891,2.08618289405613,-0.004774474295235115,MAGNITUDE_ONLY,-0.0069416669027903,MAGNITUDE_ONLY,,,,,,
G4_net_Madrid,G4,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Madrid DSN,26.711475080149885,43.38394933974347,0.005335932778822172,7068.44945145109,14.99789978170564,21.814121535332376,21.466230888726496,21.108453699180377,113.0951353826364,110.82619040430777,108.10613628399042,99.85671641518124,89.86739316749899,109.81275486164913,0.6115351993214588,0.38761662425784565,0.002544529262086514,0.6120111884904684,15,15,16,2570.625,1260.0,2790.0,0.33493331506145596,0.4259388925777978,0.23912779236074622,2427.4652566170776,2435.856612216929,7,36.0,8.736245393753052,"identical dynamics, different measurement projection",252,2130.919931895888,0.03255873293348903,1.8658077305866578,4540819.756151176,4813.591749460458,0.014413364609287504,1.4413364609287505,0.6938005294919897,870391931.6179327,0.9999999997684776,0.6037632055321026,739174.3328120103,252,252,0.03255873293348903,1.8658077305866578,4813.591749460458,0.014413364609287504,1.4413364609287505,2130.919931895888,0.6037632055321026,0.9999999997684776,0.6938005294919897,-0.05894882163962113,MARGINAL_DIRECTION_CHANGE_LOSS,-0.05894882163962113,MARGINAL_DIRECTION_CHANGE_LOSS,,,,,,
G4_net_Canberra,G4,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Canberra DSN,26.711475080149885,43.38394933974347,0.005335932778822172,7068.44945145109,14.99789978170564,21.814121535332376,21.466230888726496,21.108453699180377,113.0951353826364,110.82619040430777,108.10613628399042,99.85671641518124,89.86739316749899,109.81275486164913,0.6115351993214588,0.38761662425784565,0.002544529262086514,0.6120111884904684,15,15,16,2570.625,1260.0,2790.0,0.33493331506145596,0.4259388925777978,0.23912779236074622,2427.4652566170776,2435.856612216929,8,41.375,9.227115869522095,"identical dynamics, different measurement projection",331,2199.1260229828713,0.10538913054471734,6.049586491579712,4836155.26496046,53714.542203144854,0.004314734334771249,0.43147343347712486,2.317639794532503,240282098.7684295,0.9999999997101575,0.6814666937787649,2677566.8209835626,252,252,0.10599311784581825,6.084387334620525,41785.54202485867,0.0048920059883161456,0.48920059883161454,1928.5697596705286,0.6782086542221677,0.9999999997142663,2.0441512175222663,0.013881575971607177,MAGNITUDE_ONLY,0.014485563272708085,MAGNITUDE_ONLY,,,,,,
G5_k0.0025,G5,CONSISTENT,True,,857806356.99998,29.44774902358768,0.0025,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,26.711475080149885,43.38394933974347,0.005335932778822172,7068.44945145109,14.99789978170564,21.814121535332376,21.466229917279513,21.108452974239057,113.0951353826364,110.82618781889411,108.10613072169896,99.85681824531883,89.87023234201712,109.80989833607455,0.6115351993214588,0.38761662425784565,0.002544529262086514,0.6120114814146161,15,15,16,2570.625,1260.0,2790.0,0.3349333489349738,0.42593886785058255,0.23912778321444372,2427.4618575814993,2435.8516871127717,25,38.4,11.832968950271606,,960,4302.018414410091,0.0915052774628014,5.250210516932817,18507362.437923517,154966.13964714282,0.0025402800221843093,1.0161120088737237,3.9365738861329653,291605120.8745849,0.9999999998796019,0.6458392876394807,2206310.27812213,960,960,0.0915052774628014,5.250210516932817,154966.13964714282,0.0025402800221843093,1.0161120088737237,4302.018414410091,0.6458392876394807,0.9999999998796019,3.9365738861329653,-2.277110308757102e-06,MAGNITUDE_ONLY,-2.277110308757102e-06,MAGNITUDE_ONLY,,,,,,
G5_k0.005,G5,CONSISTENT,True,,857806356.99998,29.44774902358768,0.005,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,26.711475080149885,43.38394933974347,0.005335932778822172,7068.44945145109,14.99789978170564,21.814121535332376,21.466230241089296,21.108453215863342,113.0951353826364,110.8261886806924,108.10613257577201,99.85678429520127,89.86966217711405,109.8108504974437,0.6115351993214588,0.38761662425784565,0.002544529262086514,0.6120113829139209,15,15,16,2570.625,1260.0,2790.0,0.334933337641098,0.4259388760957063,0.23912778626319572,2427.462895389337,2435.853233248161,25,38.4,11.639140844345093,,960,4302.01989671134,0.09150604606972758,5.25025474040288,18507375.19170025,154968.84975445044,0.0025402578097798575,0.5080515619559715,3.936608308139652,291600649.5448957,0.9999999998796022,0.6458324229448611,2206344.1091189575,960,960,0.09150604606972758,5.25025474040288,154968.84975445044,0.0025402578097798575,0.5080515619559715,4302.01989671134,0.6458324229448611,0.9999999998796022,3.936608308139652,-1.5085033825829042e-06,MAGNITUDE_ONLY,-1.5085033825829042e-06,MAGNITUDE_ONLY,,,,,,
G5_k0.02,G5,CONSISTENT,True,,857806356.99998,29.44774902358768,0.02,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,26.711475080149885,43.38394933974347,0.005335932778822172,7068.44945145109,14.99789978170564,21.814121535332376,21.46623218406186,21.108454666054783,113.0951353826364,110.82619385159549,108.1061437006386,99.85658063153596,89.86285507295723,109.81656356572685,0.6115351993214588,0.38761662425784565,0.002544529262086514,0.6120108096255107,15,15,16,2570.625,1260.0,2790.0,0.3349332699168073,0.4259389255237866,0.23912780455940602,2427.4704735243777,2435.8638634979866,25,38.4,12.842048406600952,,960,4302.032414159326,0.09151057965189491,5.25051558997043,18507482.892477524,154985.10761701057,0.0025401245703800686,0.12700622851900342,3.9368147985355573,291573826.6678753,0.9999999998796028,0.6457911530722923,2206547.0782859093,960,960,0.09151057965189491,5.25051558997043,154985.10761701057,0.0025401245703800686,0.12700622851900342,4302.032414159326,0.6457911530722923,0.9999999998796028,3.9368147985355573,3.025078784746338e-06,MAGNITUDE_ONLY,3.025078784746338e-06,MAGNITUDE_ONLY,,,,,,
G5_k0.04,G5,CONSISTENT,True,,857806356.99998,29.44774902358768,0.04,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,26.711475080149885,43.38394933974347,0.005335932778822172,7068.44945145109,14.99789978170564,21.814121535332376,21.466234774982397,21.108456600793435,113.0951353826364,110.8262007464139,108.10615853484622,99.85630905921752,89.85377871830808,109.82418100273888,0.6115351993214588,0.38761662425784565,0.002544529262086514,0.6120100928705321,15,15,16,2570.625,1260.0,2790.0,0.3349331796992517,0.4259389913331582,0.23912782896759005,2427.4803501347487,2435.877810111678,25,38.4,11.310368299484253,,960,4302.048723246755,0.09151661861778901,5.250863055253346,18507623.217189033,155006.7391058243,0.0025399473245594885,0.06349868311398721,3.937089522331086,291538111.84799504,0.9999999998796034,0.6457362331737956,2206817.3909080187,960,960,0.09151661861778901,5.250863055253346,155006.7391058243,0.0025399473245594885,0.06349868311398721,4302.048723246755,0.6457362331737956,0.9999999998796034,3.937089522331086,9.064044678847027e-06,MAGNITUDE_ONLY,9.064044678847027e-06,MAGNITUDE_ONLY,,,,,,
CF_noshadow_G0_consistent,CF,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,NO_SHADOW,Goldstone DSN;Madrid DSN;Canberra DSN,26.711475080149885,43.38394933974347,0.005335932778822172,7068.44945145109,14.99789978170564,21.814121535332376,21.46623114572032,21.108453147279178,113.0951353826364,110.82618846901252,108.10612908052074,99.85668378519338,89.86501396385813,109.81490493766847,0.6115351993214588,0.38761662425784565,0.002544529262086514,0.6120111332580941,15,15,16,2570.625,1260.0,2790.0,0.334933298858956,0.42593890678952506,0.2391277943515189,3044.600596461205,3058.284736104612,25,38.4,9.988488912582397,,960,5023.788938212867,0.11301688307456735,6.489255081784782,25238455.295709964,322366.14208017976,0.001761267369325929,0.1761267369325929,5.6777296684946075,202181438.4991279,0.9999999996973276,0.728124557462523,3182148.5696938373,955,955,0.11236950983601057,6.451925531264355,318260.43364863226,0.0017725915509185471,0.17725915509185472,5020.452224989951,0.7289956101582483,0.9999999996985781,5.641457555071745,0.02150932850145719,MARGINAL_DIRECTION_CHANGE_GAIN,,,,,,,,G0_consistent
CF_noshadow_G1_b00,CF,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,NO_SHADOW,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,167.608417759,2.296437307895594e-16,7068.449451451094,14.99789978170563,-3.945735557337143e-10,0.5951684960276127,1.1906363857903004,94.84791481905881,102.63053933312531,110.4906807683572,99.92101183106004,99.79026527886884,100.17159725068882,0.6039016115351993,0.39525021204410515,0.0016963528413910093,0.6048544656465398,15,15,16,2621.25,1440.0,2790.0,0.4396942929802555,0.5520607992191605,0.008244907800583984,3311.5993963449278,3311.5993963449278,25,38.2,9.500394105911255,,955,5097.155121723539,0.08467299232794973,4.857220919667641,25980990.33491251,186271.1162830334,0.0023170064426965547,0.23170064426965548,4.3159137650240185,267391151.77608106,0.9999999999683401,0.7342617896771149,2406105.703443078,955,955,0.08467299232794973,4.857220919667641,186271.1162830334,0.0023170064426965547,0.23170064426965548,5097.155121723539,0.7342617896771149,0.9999999999683401,4.3159137650240185,0.0062546789728040175,MAGNITUDE_ONLY,,,,,,,,G1_b00
CF_noshadow_G1_b20,CF,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,NO_SHADOW,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,7.608417816000001,3.3766252644563744e-16,7068.449451451084,14.997899781705652,19.99999999979373,19.40483023487704,18.809363419238743,105.1276476955742,97.33433908042527,89.46123615440358,99.92140910603304,99.78765999031998,100.17152850696515,0.6115351993214588,0.38761662425784565,0.0016963528413910093,0.6126731985185682,15,15,15,2742.0,2700.0,2790.0,0.344912960071735,0.4353737463706057,0.21971329355765934,3117.776902986025,3117.776902986025,22,43.45454545454545,9.221274614334106,,956,3969.9227402410306,0.10319792767721525,5.923351373327061,15760286.563482853,167844.0933307966,0.0024408830343769557,0.24408830343769558,4.096877998017877,293625369.301173,0.9999999999274065,0.489547673114398,2191130.0677794395,955,955,0.10328223225720425,5.9282076194706255,167835.3934592643,0.0024409462960442415,0.24409462960442413,3966.579469247939,0.48958349447908633,0.9999999999274533,4.0967718197980725,-0.002440450613663339,MAGNITUDE_ONLY,,,,,,,,G1_b20
